date,lat,lon,sog,cog,label
2020-05-13 11:30:07,20.34674,114.55235,10.4,0.0,运输船
2020-05-13 12:22:23,20.44705,114.6691,10.6,0.0,运输船
2020-05-13 12:42:28,20.4896,114.717,10.7,0.0,运输船
2020-05-13 12:43:07,20.49141,114.71851,10.7,0.0,运输船
2020-05-13 12:49:10,20.50256,114.73197,10.7,0.0,运输船
2020-05-13 12:57:29,20.52096,114.75144,10.6,0.0,运输船
2020-05-13 13:22:31,20.56933,114.80704,10.2,0.0,运输船
2020-05-14 01:28:28,22.1674,116.35773,10.7,0.0,运输船
2020-05-14 01:29:49,22.16979,116.36119,10.7,0.0,运输船
2020-05-14 01:33:47,22.1783,116.36987,10.8,0.0,运输船
2020-05-14 01:33:58,22.17918,116.37062,10.8,0.0,运输船
2020-05-14 01:45:18,22.20384,116.39593,10.8,0.0,运输船
2020-05-14 01:45:59,22.20559,116.39743,10.8,0.0,运输船
2020-05-14 01:46:18,22.20647,116.39818,10.8,0.0,运输船
2020-05-14 01:46:37,22.20734,116.39893,10.8,0.0,运输船
2020-05-14 01:47:09,22.20822,116.39967,10.9,0.0,运输船
2020-05-14 01:47:59,22.20997,116.40117,10.9,0.0,运输船
2020-05-14 01:48:48,22.21148,116.40387,10.9,0.0,运输船
2020-05-14 01:48:59,22.2126,116.40341,10.9,0.0,运输船
2020-05-14 01:49:18,22.21235,116.40462,10.9,0.0,运输船
2020-05-14 01:49:28,22.21323,116.40537,10.9,0.0,运输船
2020-05-14 01:49:48,22.2141,116.40612,10.85,0.009090909090909,运输船
2020-05-14 01:50:08,22.21498,116.40686,10.9,0.0,运输船
2020-05-14 01:50:39,22.21585,116.40761,10.8,0.0,运输船
2020-05-14 01:50:58,22.21673,116.40836,10.75,-0.0100000000000001,运输船
2020-05-14 01:51:39,22.21848,116.40986,10.7,0.0,运输船
2020-05-14 01:51:57,22.21823,116.41106,10.7,0.0,运输船
2020-05-14 01:52:08,22.21935,116.4106,10.7,0.0,运输船
2020-05-14 01:52:49,22.21998,116.41256,10.7,0.0,运输船
2020-05-14 01:57:49,22.23223,116.42303,10.8,0.0,运输船
2020-05-14 01:58:09,22.23311,116.42378,10.8,0.0,运输船
2020-05-14 01:58:48,22.23486,116.42527,10.9,0.0,运输船
2020-05-14 01:59:09,22.23573,116.42602,10.9,0.0,运输船
2020-05-14 01:59:39,22.23661,116.42677,10.8,0.0,运输船
2020-05-14 01:59:48,22.23748,116.42752,10.9,0.0,运输船
2020-05-14 02:00:09,22.23836,116.42827,10.85,0.0052631578947368,运输船
2020-05-14 02:00:39,22.23923,116.42901,10.9,0.0,运输船
2020-05-14 02:01:28,22.24098,116.43051,10.9,0.0,运输船
2020-05-14 02:01:48,22.24186,116.43126,10.9,0.0,运输船
2020-05-14 02:01:57,22.24161,116.43246,10.9,0.0,运输船
2020-05-14 02:02:09,22.24273,116.43201,10.9,0.0,运输船
2020-05-14 02:02:17,22.24249,116.43321,10.9,0.0,运输船
2020-05-14 02:02:28,22.24361,116.43275,10.9,0.0,运输船
2020-05-14 02:03:09,22.24424,116.43471,10.9,0.0,运输船
2020-05-14 02:03:17,22.24536,116.43425,10.9,0.0,运输船
2020-05-14 02:03:28,22.24511,116.43546,10.9,0.0,运输船
2020-05-14 02:03:38,22.24623,116.435,10.8,0.0,运输船
2020-05-14 02:03:49,22.24599,116.4362,10.9,0.0,运输船
2020-05-14 02:04:09,22.24686,116.43695,10.9,0.0,运输船
2020-05-14 02:04:28,22.24773,116.4377,10.9,0.0,运输船
2020-05-14 02:04:49,22.24861,116.43845,10.85,-0.0124999999999999,运输船
2020-05-14 02:05:09,22.24948,116.43919,10.8,0.0,运输船
2020-05-14 02:05:28,22.25036,116.43994,10.766666666666666,-0.0004545454545454,运输船
2020-05-14 02:05:57,22.25123,116.44069,10.8,0.0,运输船
2020-05-14 02:06:17,22.25211,116.44144,10.8,0.0,运输船
2020-05-14 02:06:58,22.25386,116.44293,10.733333333333334,-0.0005555555555555,运输船
2020-05-14 02:07:29,22.25473,116.44368,10.75,0.0111111111111112,运输船
2020-05-14 02:07:48,22.25561,116.44443,10.75,-0.0100000000000001,运输船
2020-05-14 02:08:08,22.25648,116.44518,10.7,0.0,运输船
2020-05-14 02:08:29,22.25624,116.44638,10.7,0.0,运输船
2020-05-14 02:08:38,22.25735,116.44593,10.7,0.0,运输船
2020-05-14 02:08:49,22.25711,116.44713,10.7,0.0,运输船
2020-05-14 02:08:58,22.25823,116.44667,10.7,0.0,运输船
2020-05-14 02:09:08,22.25798,116.44788,10.7,0.0,运输船
2020-05-14 02:09:29,22.25886,116.44863,10.8,0.0,运输船
2020-05-14 02:09:49,22.25973,116.44938,10.8,0.0,运输船
2020-05-14 02:10:09,22.26061,116.45012,10.8,0.0,运输船
2020-05-14 02:10:29,22.26148,116.45087,10.800000000000002,0.0,运输船
2020-05-14 02:10:58,22.26236,116.45162,10.8,0.0,运输船
2020-05-14 02:11:19,22.26323,116.45237,10.866666666666667,0.0049999999999999,运输船
2020-05-14 02:11:49,22.2641,116.45311,10.9,0.0,运输船
2020-05-14 02:12:08,22.26498,116.45386,10.9,0.0,运输船
2020-05-14 02:12:29,22.26585,116.45461,10.9,0.0,运输船
2020-05-14 02:12:49,22.26673,116.45536,10.9,0.0,运输船
2020-05-14 02:13:18,22.2676,116.45611,10.9,0.0,运输船
2020-05-14 02:13:38,22.26847,116.45685,10.9,0.0,运输船
2020-05-14 02:13:58,22.26823,116.45806,10.9,0.0,运输船
2020-05-14 02:14:08,22.2691,116.45881,10.9,0.0,运输船
2020-05-14 02:14:27,22.26998,116.45956,10.8,0.0,运输船
2020-05-14 02:14:49,22.27085,116.4603,10.8,0.0,运输船
2020-05-14 02:15:08,22.27173,116.46105,10.85,-0.009090909090909,运输船
2020-05-14 02:15:27,22.2726,116.4618,10.85,0.009090909090909,运输船
2020-05-14 02:15:48,22.27347,116.46255,10.866666666666667,-0.0049999999999999,运输船
2020-05-14 02:16:18,22.27435,116.46329,10.8,0.0,运输船
2020-05-14 02:16:38,22.27522,116.46404,10.9,0.0,运输船
2020-05-14 02:17:08,22.2761,116.46479,10.9,0.0,运输船
2020-05-14 02:17:27,22.27697,116.46554,11.0,0.0,运输船
2020-05-14 02:17:48,22.27673,116.46674,10.9,0.0,运输船
